detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
positive,positive,"[zrozumienie, uśmiech, emocja, radość, akceptacja, film, ładunek, ogromny, wzruszenie, dać, i, od, przez, wiele, mi, po]",9.0,0.5208333333333333,"Ten film dał mi ogromny ładunek emocji, od radości, wielu uśmiechów, przez wzruszenia, po zrozumienie i akceptację.",17.0,16.0,6.0
negative,positive,"[od, swój, La, muzyka, musical, aktorstwo, scenografia, pomysł, zdarzać, zdjęcia, dla, na, tu, przez, film, montaż, melodramat, się, tak, scenariusz, docenić, zwolennica, coś, perfekcyjnie, komedia, kończyć, znajda, reżyseria, a, zrealizować, miłośnica, choreografia, i, wielbiciel, kostium, się, sposób]",9.0,-0.036036036036036036,"Rzadko zdarzają się filmy tak perfekcyjnie zrealizowane - od pomysłu przez reżyserię, scenariusz, choreografię, muzykę, scenografię, kostiumy, montaż i zdjęcia, a kończąc na aktorstwie. Każdy znajdzie tu coś dla siebie - zwolennicy musicali, wielbiciele komedii, miłośnicy melodramatów docenią La La Land na swój sposób.",44.0,37.0,9.0
neutral,positive,"[Warta, albowiem, nie, zobaczyć, go, taki, widzieć, film, jeszcze]",8.7,0.0,"Warto go zobaczyć, albowiem takiego filmu jeszcze nie widzieliście.",9.0,9.0,1.0
positive,positive,"[panie, piękny, film]",8.5,0.4444444444444444,Nieprawdopodobnie piękny film panie Chazelle.,5.0,3.0,1.0
positive,positive,"[sporo, być, przed, scena, musical, osiągnąć, zachwycać, zdjęcia, zwyczajnie, na, klimat, ujmujący, muzyka, piękny, wszystko, tym, który, arcydzieło, dzięki, polegać, nie, film, ten, świat, a, i, scenografia, czarujący, w, jednak, magiczny, niepowtarzalny]",8.5,0.08333333333333333,"Nie jest arcydziełem i sporo w tym filmie pięknych scen, które najzwyczajniej w świecie nie zachwycają. Wyjątkowość tego musicalu polega jednak na niepowtarzalnym klimacie, osiągniętym dzięki magicznej scenografii, czarującym zdjęciom, a przede wszystkim ujmującej muzyce.",35.0,32.0,8.0
positive,positive,"[tym, który, od, film, magia, pierwszy, scena, można, w, poczuć]",8.5,0.03333333333333334,"Jest w tym filmie magia, którą można poczuć od pierwszych scen.",11.0,10.0,3.0
positive,positive,"[ziemia, pokazać, się, życie, bohater, nie, humor, pozytywny, trud, prawdziwy, energia, ekran, i, na, oraz, sprowadzić, boja, który, równocześnie, taki, ciepło, swoje]",8.5,0.45303030303030295,"Pełen ciepła, humoru oraz pozytywnej energii. A równocześnie taki, który nie boi się sprowadzić swoich bohaterów na ziemię i pokazać na ekranie trudów prawdziwego życia.",25.0,22.0,9.0
neutral,positive,"[a, jednak, zdawać, nim, i, się, dosłownie, nie, grać, być, jak, w, zachwycić, tak, przenośnia]",8.3,0.0,"Wszystko zdaje się grać w ""La La Land"" - dosłownie i w przenośni, a jednak nie jestem nim tak zachwycona, jak ""Whiplash"".",22.0,15.0,2.0
positive,positive,"[tytuł, współczesny, marzenie, wyjątkowy, że, przekonywać, przecież, ponieważ, zdarzać, dzieło, nader, należeć, on, cały, świat, po, ta, sztuka, do, wbrew, dążyć, się, niesamowity, często, nie, a, zaskakiwać, zabierać, i, podróż, w, wszystek]",8.3,0.15104166666666666,"Jest dziełem wyjątkowym, ponieważ zaskakuje, a przecież ta sztuka współczesnym tytułom nie zdarza się nader często. Damiene Chazelle zabiera wszystkich w niesamowitą, słodko-gorzką podróż po marzeniach i przekonuje, że należy dążyć do nich wbrew całemu światu.",36.0,32.0,6.0
positive,positive,"[więc, czarujący, dla, wrażliwiec, perełka, wizualny]",8.3,0.16666666666666666,"Jest, więc ""La La Land"" czarującą wizualną perełką dla wrażliwców.",10.0,6.0,3.0
positive,positive,"[jaki, porywający, dobry, musical, w, widzieć, ironiczny, z, życie]",8.3,0.43703703703703706,"Jeden z najlepszych musicali, jakie w życiu widziałem. Widowiskowy, ironiczny, porywający.",11.0,9.0,6.0
positive,positive,"[jeden, film, wehikuł, ale, przypominać, też, bezczelny, nostalgiczny, który, magiczny, kino, nazywać, niekiedy, pełny, to, wigor, dlaczego, z, się]",8.3,0.017543859649122803,"Delikatny, nostalgiczny, ale też pełen bezczelnego wigoru. ""La La Land"" to jeden z filmów, który przypomina, dlaczego kino nazywa się niekiedy magicznym wehikułem.",23.0,19.0,8.0
positive,positive,"[do, który, osoba, nawet, i, przypaść, za, nie, przepadać, powinien, musical, Lekki, gust, przyjemny]",8.0,0.03571428571428571,"Lekki, przyjemny i powinien przypaść do gustu nawet osobom, które nie przepadają za musicalami.",14.0,14.0,4.0
positive,positive,"[otaczać, znany, stąpać, choć, z, drugi, musical, scena, być, film, twardo, dziać, z, na, tu, bajkowy, my, nakręcić, cytować, po, szary, teraz, wstecz, strona, rzeczywistość, jaka, się, sentyment, całkiem, kolorowy, jeden, ziemia, który, radosny, odtrutka, idealny, i, patrzyć, absurdalny, bardzo, coraz]",8.0,0.05691056910569107,"Świetnie nakręcony film, który z jednej strony patrzy z sentymentem wstecz, cytując sceny ze znanych musicali, z drugiej choć jest kolorowy, radosny i bajkowy, całkiem twardo stąpa po ziemi, dziejąc się tu i teraz. Będąc idealną odtrutką na coraz bardziej absurdalną i szarą rzeczywistość jaka nas otacza.",47.0,41.0,15.0
positive,positive,"[układy, składać, scenografia, estetyka, się, precyzyjny, strój, najbardziej, unikatowy, rozwiązanie, choreograficzny, cudny, eklektyczny, zdjęcia, i, oprawa, na, stanowić, piękne, styl, mieszanka, retro, współczesny, z, film, jak]",8.0,0.19230769230769232,"Kolorowe stroje, cudna scenografia, piękne zdjęcia i precyzyjne układy choreograficzne składają się na unikatową oprawę filmu, eklektyczną estetykę stanowiącą mieszankę stylu retro z jak najbardziej współczesnymi rozwiązaniami.",27.0,26.0,7.0
positive,positive,"[warto, wszystko, czy, do, ale, życie, ważny, że, taki, także, chcieć, film, udowadniać, na, film, my, bardzo, skłaniać, rozważanie, jaki, kolejny, nienachalnie, tylko, mieć, nie, robić, by, solidny, rzemiosło, i, kilka, być, czekać]",8.0,0.08585858585858586,"To nie tylko bardzo solidne rzemiosło udowadniające, że warto czekać na kolejne filmy Damiena Chazelle'a, ale film także nienachalnie skłaniający nas do kilku ważnych rozważań: jakie chcemy mieć życie i czy robimy wszystko by takie było.",36.0,33.0,5.0
negative,positive,"[głębszy, być, pozór, i, się, mocny, poważny, wydawać, niż, znacznie, z]",8.0,-0.14393939393939392,"Obraz Chazelle'a jest znacznie poważniejszy, głębszy i mocniejszy niż z pozoru się wydaje.",13.0,11.0,2.0
positive,positive,"[arcydzieło, pogonić, Oda, za, go, nazwać, który, marzenie, film, dla, trochę, miłość, przepięknie, i, o, by, marzyciel, potęga, sens, zabraknąć, jednak, móc, zrealizować]",8.0,0.16666666666666666,"Przeuroczy, przepięknie zrealizowany film o potędze miłości i sensie pogoni za marzeniami, któremu jednak trochę zabrakło, by móc nazwać go arcydziełem. Od marzycieli dla marzycieli.",25.0,23.0,5.0
negative,positive,"[wszystko, co, bufetowa, włożyć, kawałek, rozlecieć, być, optymizm, pasować, smutek, całość, równie, użyć, jak, groszek, prosta, marchewka, się, prosto, opowiedzieć, nie, jeden, niby, by, jednak, i, analogia, duży, w, na, z, dawka, wyświechtany, opowieść]",8.0,-0.06372549019607844,"Historia niby prosta i prosto opowiedziana. Majstersztykiem jest jednak włożenie w jedną opowieść równie dużej dawki optymizmu, co smutku, by całość nie rozleciała się na kawałki. Tu wszystko pasuje, by użyć wyświechtanej bufetowej analogii, jak marchewka z groszkiem.",38.0,34.0,7.0
neutral,positive,"[do, czy, tym, nic, się, bo, radosny, trafić, nie, już, rewelacja, kina, może, ruszyć, rok, w, zastanawiać]",8.0,0.0,"Absolutna rewelacja. Nie zastanawiajcie się, czy ruszyć do kina, bo już nic radośniejszego może się w tym roku nie trafić.",20.0,17.0,2.0
negative,positive,"[bezowy, ale, że, przesłodzić, szampan, chcieć, mdlić, tort, my, mango, jak, który, po, wszystko, myślić, malina, oblany, się, wtedy, nie, zamawiać, odepchnąć, butelka, trochę, nawet, więcej, i, potrafić, kieliszek, gorący, perwersyjny, czekolada, sernik, z]",8.0,-0.023529411764705882,"Jest jak tort bezowy z mango, po którym zamawia się sernik z malinami oblany gorącą czekoladą i nie kieliszek, ale butelkę szampana. Po wszystkim trochę mdli nas z przesłodzenia, ale nawet wtedy nie potrafimy odepchnąć perwersyjnej myśli, że chcemy więcej.",40.0,34.0,4.0
positive,positive,"[w, magia, być, kina, postać, czym, czysty]",8.0,0.14596273291925468,"Zobacz, czym jest magia kina w najczystszej postaci!",8.0,7.0,2.0
negative,positive,"[do, który, dostarczać, emocja, chandra, śnieżny, pogoda, się, zimowy, pozytywny, odpowiedni, produkcja, rozrywkowy, poradzić, oraz, dawka, z, potrzebny]",8.0,-0.0462962962962963,"Świetna produkcja rozrywkowa, która dostarcza odpowiedniej dawki pozytywnych emocji potrzebnych do poradzenia sobie z zimową chandrą oraz śnieżną pogodą.",19.0,18.0,7.0
neutral,positive,"[dla, bajka, i, kolorowa, o, marzyciel, marzyciel, rozśpiewać, film]",8.0,0.0,"Uroczy film o marzycielach i dla marzycieli. Roztańczona, rozśpiewana i kolorowa bajka o Krainie Snów.",15.0,9.0,0.0
positive,positive,"[jaki, można, ostatni, jeden, film, światłocień, nie, widzieć, piękny, scenografia, oderwać, czas, kostium, tworzyć, w, gra, z]",8.0,0.019607843137254898,"Zdjęcia, kostiumy, scenografia, gra światłocieniem tworzą jeden z najpiękniejszych filmów, jakie widziałam w ostatnim czasie. Wzroku nie można oderwać.",19.0,17.0,7.0
negative,positive,"[obrazek, rozśpiewać, sentymentalny, i, Hollywood, z]",8.0,-0.16666666666666666,Ładny i sentymentalny obrazek z rozśpiewanego Hollywood.,7.0,6.0,1.0
positive,positive,"[piruet, się, kolory, wizualny, nasycić, wat, elegancki, choreografia, kamera, dopracować, ocierać, i, soczysty, o, kostium, arcydzieło, warstwa]",8.0,0.06722689075630252,"W warstwie wizualnej ""La La Land"" ociera się o arcydzieło. Zachwycają piruety kamery, soczyste nasycone kolory, dopracowana choreografia i eleganckie kostiumy.",21.0,17.0,5.0
neutral,positive,"[sfotografować, udany, wyreżyserować, i, film, zagrać, świetnie, bardzo]",8.0,0.0,"Jest bardzo udanym filmem, świetnie zagranym, wyreżyserowanym i sfotografowanym.",9.0,8.0,1.0
negative,positive,"[gatunek, fantastycznie, martwy, hołd, się, reanimacja, ten, też, magia, ładny, dla, kina, spisować, dekada, naprawdę, w]",7.5,-0.015625,Jako reanimacja gatunku naprawdę martwego spisuje się fantastycznie. Jest też najładniejszym hołdem dla magii kina w tej dekadzie.,18.0,16.0,4.0
positive,positive,"[do, oglądać, co, psychologiczny, się, warstwa, cholernie, być, kod, tam, życiowy, prawdziwy, przekopać, i, przez, dotrzeć, to, naprawdę, jeśli, symbol]",7.0,0.04,"Cholernie życiowy i cholernie prawdziwy. Jeśli przekopać się przez warstwy kodów i symboli, jeśli dotrzeć do warstwy psychologicznej, to tam naprawdę jest co oglądać.",24.0,20.0,3.0
negative,positive,"[czerpać, do, musieć, zawsze, chwila, się, bowiem, pozwolić, powinien, prosty, zmuszać, na, się, wstydzić, ciężki, i, kontemplacja, może, seans, film, nie, wybrać, przyjemność, z, po, zapomnieć]",7.0,-0.005917159763313606,"Widz nie powinien wstydzić się czerpania przyjemności z seansu, bowiem nie zawsze film musi zmuszać do ciężkich kontemplacji. Więc może pozwólmy sobie na chwilę się zapomnieć i po prostu wybierzmy się na ""La La Land"".",35.0,26.0,4.0
negative,positive,"[wszystko, potrzeba, emocje, przed, maja, żółć, za, bohater, zadanie, kolor, pragnienie, a, dzięki, mina, i, opowiedzieć, błękit, zieleń, historia, wyrażać]",7.0,-0.05,"Jest historią opowiedzianą m.in. dzięki kolorom. Czerwień, żółć, zieleń, a przede wszystkim błękit, mają za zadanie wyrażać emocje, potrzeby i pragnienia bohaterów.",22.0,20.0,4.0
negative,positive,"[on, zaleta, mieć, wada, przeciętny, to, dość, być, zasadniczy, liczny, film, fabularnie]",7.0,-0.08333333333333333,Pomimo licznych zalet to film ma dość zasadniczą wadę - fabularnie jest on dość przeciętny.,15.0,12.0,2.0
positive,positive,"[do, w, on, się, kras, musical, go, bawić, macoszy, i, traktować, ostatnio, z, jednocześnie, cały, łaska, zakurzyć, konwencja, prezentować, odświeżać, gatunek, raczej, po, przywrócić]",7.0,0.05555555555555555,"Damien Chazelle przywrócił do łask zakurzony, traktowany ostatnio raczej po macoszemu gatunek musicalu, prezentując go w całej jego krasie, jednocześnie odświeżając go i bawiąc się z konwencją.",27.0,24.0,4.0
neutral,positive,"[chwila, rytm, musical, zarzucić, konwencja, powinien, ekran, wokalny, na, ten, wiele, sam, palce, po, do, wesoły, kupować, się, wystukiwać, mieć, nie, roztańczyć, zwalać, kochać, a, z, i, par, widownia, noga, aura, udzielać, jednak, zaczynać]",7.0,0.0,"Kto kocha musicale i kupuje tę roztańczoną konwencję nie powinien jednak mieć ""La La Land"" wiele do zarzucenia. Numery wokalne zwalają z nóg, palce po paru chwilach same zaczynają wystukiwać rytm, a wesoła aura na ekranie udziela się i na widowni.",41.0,34.0,10.0
positive,positive,"[świetny, przełomowy, z, opowiedzieć, melodramat, uwielbiać, prawdziwy, jazz, tak, miłośnica, ścieżka, brawurowo, przez, dźwiękowy, dlaczego, przypominać, on, duet, zagrać]",6.7,0.23508771929824562,"Kapitalnie zagrany przez duet Stone-Gosling, brawurowo opowiedziany melodramat ze świetną ścieżką dźwiękową przypominającą dlaczego miłośnicy prawdziwego jazzu tak uwielbiają jego przełomowy ""Whiplash"".",22.0,19.0,8.0
negative,positive,"[warto, móc, tym, strona, La, on, ale, musical, nie, cierpieć, prawdopodobnie, ekran, tak, być, dla, nawet, na, lubić, ja, jeżeli, zobaczyć, jak, przy, techniczny, jednak, duży]",6.5,-0.00641025641025641,"Możecie nie lubić Goslinga, możecie - tak jak ja - nie lubić musicali, ale La La Land na dużym ekranie jednak warto zobaczyć dla jego strony technicznej, nawet jeżeli prawdopodobnie będziecie przy tym cierpieć.",34.0,26.0,5.0
positive,positive,"[niezbyt, do, pozycja, uczynić, uznawać, za, scenariusz, warsztat, który, jednak, wybitny, otoczka, mi, widowisko, interesujący, atrakcyjny, udany, z]",6.0,0.20370370370370372,"Daleko mi do uznawania ""La La Land"" za wybitną pozycję. Doceniam jednak warsztat Chazella, który z niezbyt interesującego scenariusza uczynił udane widowisko z atrakcyjną otoczką.",25.0,18.0,8.0
positive,positive,"[zaskoczyć, poruszać, moc, ale, nie, studyjny, być, żaden, interesujący, produkcja, może, i, system, temat, niczym, pokaz]",6.0,0.09375,"Nie porusza żadnego interesującego tematu i niczym nie może zaskoczyć, ale jest pokazem mocy studyjnego systemu produkcji.",17.0,16.0,6.0
positive,negative,"[wszystko, choć, pokochać, poetyk, erotyczny, dać, bohater, wzrok, reżyser, wywoływać, kusić, szeroki, jaka, my, na, barwa, my, to, sprawność, degradacja, uwieść, ostatecznie, piękny, do, powab, ekranowy, musicalowy, zaangażowanie, wręcz, ludzie, koncentrować, przedmiot, widowiskowość, rozegrana, oraz, pierwsze, prowadzić, i, seans, kazać, w, historia, się, zachęcać, z]",5.0,0.05555555555555555,"Podczas pierwszego seansu dałam się uwieść widowiskowości ""La La Land"" i sprawności, z jaką reżyser ""Whiplash"" wywołuje w nas erotyczne wręcz zaangażowanie - kusi powabem i zachęca do koncentrowania wzroku na pięknych ludziach i przedmiotach. Niestety, choć wszystko każe nam pokochać ekranowych bohaterów oraz historię rozegraną w ""żywych"" barwach i w szerokim Cinemascopie, to ostatecznie wszystko prowadzi do degradacji musicalowej poetyki.",61.0,45.0,7.0
negative,negative,"[Warta, dla, scena, pozbawić, powinien, który, całość, zobaczyć, świadomie, kilka, kontekst, wyłącznie]",5.0,-0.2222222222222222,"Warto zobaczyć wyłącznie dla kilku scen, które świadomie powinniśmy pozbawić kontekstu całości.",12.0,12.0,3.0
neutral,negative,"[warto, Al, obiecywać, się, za, nie, lepiej, inny, się, z, kina, uwaga, na, przewidywać, wiele, wybrać, rozczarować, Oscar, zauroczyć]",5.0,0.0,"Jednych ""La la land"" zauroczy, innych rozczaruje. Do kina warto się wybrać z uwagi na przewidywane Oscary. Ale lepiej za wiele sobie nie obiecywać.",24.0,19.0,1.0
negative,negative,"[do, mieć, przeciętny, ból, film, jednak, nie]",5.0,-0.2857142857142857,Jest jednak filmem do bólu przeciętnym. Szału nie ma.,9.0,7.0,1.0
negative,negative,"[La, chała, ale, że, być, filmowy, tak, dla, twierdzić, gniot, który, żaden, kinematografia, może, to, ładny, jak, kompletnie, zaoferować, po, obliczać, do, nic, zmienić, nie, stopień, prosty, jakiś, wydmuszka, mieć, i, kolorowa, widz, naprawdę, w, była, totalny, miąć]",4.0,-0.07675438596491228,"Nie będę może twierdził, że była to jakaś totalna chała i gniot, ale jak dla mnie La La Land to po prostu ładna, kolorowa filmowa wydmuszka, która nie ma widzowi tak naprawdę kompletnie nic do zaoferowania i oblicza kinematografii nie zmieni w żadnym stopniu.",44.0,38.0,9.0
