detectedEmotion,emotion,lemmatisation,rate,text,words,wordsAfterLemmatisation,wordsFound
positive,neutral,"[spodziewać, się, dobry, lepsze, spodziewać, się, coś, już, oda, od, jakiś, czas, zbierać, się, do, zobaczenie, zobaczyć, to, ten, film, mi, ja, zawieść, się, po, wielokrotna, wielokrotny, przeczytać, książka, który, być, świetny, powiedzieć, że, zepsuć, ten, rozumieć, że, to, ten, on, nie, musić, muszy, musieć, nawet, on, nie, powinien, być, bycie, identyczny, kopia, książka, ale, zmiana, dokonać, dokonany, wiek, film, mi, ja, się, bardzo, on, nie, mieć, wrazić, wrażenie, jakby]",5.0,"spodziewałam się czekoś lepszego                        spodziewałam się czegoś lepszego. już od jakiegoś czasu zbierałam się do zobaczenia tego filmu i polsat mi pomógł. zawiodłam się jednak. po wielokrotnym przeczytaniu książki (która jest świetna) powiem, że zepsuli ten film. rozumiem, że to nie musi i nawet nie powinno być identyczna kopia książki, ale zmiany dokonane w filmie mi się bardzo nie podobają.  miałam wrażenie jakby aktorzy ...              ",64.0,70.0,14.0
negative,positive,"[my, wysłuchać, zapłacić, to, ten, nasz, nasze, dotrzeć, tam, tama, jaki, być, wasz, wasze, wacha, Żyd, Muzułmanin, sprawić, aby, nasz, nasze, modlitwa, szybka, szybko, dotrzeć, do, tam, tama, gdzie, się, kto, modlić]",8.0,"Aby Bóg nas wysłuchał zapłaćmy Radiu Maryjia to nasze proźby dotrą tam Expresem.                        A jakie jest wasze zdanie.KATOLICY, Żydzi, Muzułmanie itp.Jak sprawić aby nasze modlitwy szybko dotarły do (tam gdzie się kto modli)               ",33.0,32.0,2.0
negative,positive,"[trwać, godzina, mina, minuta, minimum, czy, to, ten, znaczyć, reklama, reklamy, emitować, na, wiek, sum, suma, mina, minuta, minimum]",7.0,"Film trwa 2 godz i niecale 20 min, czy to znaczy ze reklamy emitowane na polsacie beda trwac w sumie 55 min !!!!!!!!!!!!???????                              ",23.0,19.0,8.0
negative,positive,"[czy, on, nie, czy, oglądać, ten, film, czy, warto, warta, siedzieć, dla, on, godzina, przed, TV]",7.0,Oglądać czy nie :> ?                         niewiem czy oglądać ten film czy warto siedzieć dla niego 3 godziny przed TV ?               ,20.0,16.0,2.0
negative,positive,"[ja, chcieć, na, tym, ten, to, forum, założyć, troszkę, troszka, inny, temat, który, on, nie, być, bezpośrednio, związać, film, ale, właśnie, pojąć, pojęcie, ateizm, ateista, jeśli, chcieć, naukowo, wyjaśnić, to, ten, pojąć, pojęcie, to, ten, ateizm, być, pogląd, zaprzeczać, istnieć, istnienie, lub, lubić, odrzucać, wiara, odnosić, się, jednak, do, odrzucać, odrzucanie, sprawa, być, bardzo, prosta, prosty, ateista, on, nie, który]",7.0,"Ateista ???                        A ja chciałbym na tym forum założyć troszkę inny temat, który nie jest bezpośrednio związany z filmem, ale właśnie z pojęciem ateizm, ateista, ateistyczny. Otóż jeśli chcemy naukowo wyjaśnić to pojęcie to ateizm jest poglądem zaprzeczającym istnieniu Boga lub odrzucającym wiarę religijną. Bardziej odnosi się jednak do odrzucania Boga. Więc sprawa jest bardzo prosta: ateistów nie ma. Osoba, która uznaje ...              ",62.0,60.0,10.0
negative,positive,"[forum, mało, kto, mówić, ojciec, ocean, film, jedynie, być, mowa, ojciec, ocean, tym, ten, to, że, co, się, dzieje, dziać, na, tym, ten, to, forum, co, ci, ten, ty, lud, człowiek, ludzie, pisać, to, ten, być, straszny, przeczyć, istnieć, istnienie, Jezus, inny, coś, wiek, co, wierzyć, milion, człowiek, ludzie, pisać, że, Biblia, to, ten, głupi, głupia, książka, inny, udawać, że, się, znać, taka, tak, na, prawda, się, on, nie, znać, znaleźć, by, się, pewnie, wiele, inny, co, wy, wypisywać, zwyczajnie, obrażać]",7.0,"Na forum mało kto mówi o filmie a jedynie jest mowa o tym że Kościół kłamie.                        To co się dzieje na tym forum i co ci ludzie piszą to jest straszne i żałosne. Jeden przeczy istnieniu Jezusa, inny oplówa coś w co wierzą miliony ludzi pisząc że Biblia to głupia książka, inny udaje że się zna (a tak na prawdę się nie zna) i znalazło by się pewnie wiele innych przykładów. To co wy wypisujecie zwyczajnie obraża uczucia ...              ",78.0,81.0,21.0
positive,positive,"[Poniedziałek, Polsat, wiek, Poniedziałek, na, Polsat, być, lecieć, to, ten, dobry, pomysł, żeby, go, on, się, tym, ten, to, bardzo, że, Anioł, Anioła, to, ten, on, nie, być, prequel, jednak]",10.0,Poniedziałek 6.04.2009 Polsat                        Tak w Poniedziałek 6.04.2009 na Polsacie będzie leciał to dobry pomysł żeby go sobie przypomniec tym bardziej że Anioły i Demony to nie będzie prequel a jednak sequel.              ,31.0,30.0,6.0
positive,negative,"[Słaby, film, teoretycznie, świetny, obsada]",4.0,"Słaby film z teoretycznie świetną obsadą: 4/10                        A jeśli ktoś nie zna książki, to wychodzi jeden wielki bełkot. Skarb Narodów przy tym filmie to dział logiki matematycznej.              ",27.0,5.0,1.0
negative,positive,"[po, przeczytać, książka, film, wydawać, się, być, bycie, tylko, słabo, odbić, cień]",6.0,po przeczytaniu książki film wydaje                        się być tylko słabo odbitym cieniem treści...              ,12.0,12.0,1.0
positive,negative,"[czy, film, co, do, to, ten, bardzo, film, bardzo, odbiegać, oda, od, on, nie, mój, mieć, wiek, on, nim, istotny, komentarz, ani, przez, komentarz, inny, osoba, widz, si, on, do, religia, na, taka, tak, bo, ten, film, być, ojciec, ocean, taki, tematyka, leczyć, leczo, lecz, czy, ojciec, ocean, film, on, nie, gdzie, fakt, dowód, film, taki, taka, nawet, dobry, ale, on, nie, być, wart, warta, dyskusja, na]",3.0,"czy film swietny??                        co do tego byłybym bardzo ostrozny... film bardzo odbiega od ksiązki nie ma w nim istotnych komentarzy ani watkow umieszczinych przez autora. czytajac komentarze innych osób widze ze odwoluja sie oni do religii, na tak bo ten film jest włanie o takiej tematyce, lecz czy o film i ksiązka nie sa wymyslona powiescią?? gdzie fakty i dowody?? film taki nawet dobry ale nie jest warty dyskusji na takie ...              ",71.0,67.0,12.0
negative,positive,"[nudny, ale, jednak, przyjemnie, si, oglądać, na, koniec, jaki]",7.0,":))                        Momentami nudny , ale jednak przyjemnie sie oglądało i na końcu jakie zaskoczenie..:)              ",14.0,9.0,3.0
positive,positive,"[wiosna, wiek, Polsat, wiek, na, Polsat, była, były, być, mowa, ojciec, ocean, ramówka, wiosenny, wspomnieć, ojciec, ocean, tym, ten, to]",9.0, Na wiosnę w Polsacie                        Właśnie w Wydarzeniach na Polsacie była mowa o ramówce wiosennej - wspomniano o Kodzie Da Vinci.Poza tym M:I:III i Ryś.              ,24.0,20.0,7.0
negative,positive,"[do, wziąć, wzięcie, udziać, udział, wiek, plebiscyt, na, mój, moje, blog]",7.0,"""10 Beznadziejnych Filmów Roku 2007 - 2008""                        Zachęcam do wzięcia udziały w plebiscycie ""10 Beznadziejnych Filmów Roku 2007 - 2008"". Zapraszam na mojego bloga =}              ",25.0,11.0,3.0
negative,positive,[],7.0,"4/10                        Film poniżej oczekiwań. Rzeczywiście, tak jak ktoś podał poniżej, film bardzo nudny. Cztery punkty za ogólny sens i fabułę filmu.              ",21.0,0.0,0.0
positive,positive,"[on, nie, móc, być, bycie, zbyt, dobrze, przyjęty, przyjąć, ponieważ, większość, człowiek, ludzie, znać, on, nie, uratować, ani, Hanks, ani, uratować, tenże, też, go, on, znacznie, dobry, móc, być, bycie, on, nie, chcieć, mi, ja, się, pisać, dużo, więcej, dlaczego, film, być, reżyser, za, bardzo, przywiązać, indoeuropejski, do, książka]",7.0,"Film nie mógł być zbyt dobrze przyjęty,                         ponieważ większość ludzi znała książkę. Zresztą fenomenalną. Filmu nie uratował ani Hanks, ani Reno. Nie uratowaliby też go znacznie lepsi aktorzy. Nie mogło być inaczej. Nawet nie chce mi się pisać więcej, dlaczego film jest słaby. Może reżyser za bardzo przywiązał ie do książki?              ",51.0,49.0,8.0
negative,positive,"[spiskowy, być, osoba, głęboko, wierząca, wierzący, wierzyć, dlatego, chyba, powinien, być, bycie, oburzony, oburzyć, wokół, film, książka, być, mnóstwo, szum, ojciec, ocean, nic, nica, Dan, Dana, Brown, obrażać, moja, mój, religia, tutaj, dostrzec, różny, interesujący, interesować, wręcz, wręczyć, fascynujący, fascynować, rozważanie, rozważać, na, temat, historia, cały, intryga, być, naprawdę, osłabić]",6.0,"Teoria spiskowa dziejów...                        jestem osobą głęboko wierzącą ; ) i dlatego chyba powinnam być oburzona :D. Tylko...yyy...czym? Przecież wokół filmu i książki jest mnóstwo szumu o nic! Czy Dan Brown obraża moją religię? Zdacydowanie nie. Możemy tutaj dostrzec różne interesujące, wręcz fascynujące, rozważania na temat historii Jezusa. Opowieść i cała intryga jest naprawdę świetna. Czy ""Kod L. da Vinci"" osłabił moją ...              ",61.0,50.0,9.0
negative,positive,"[dać, da, si, oglądnąć, raz, próbować, film, oglądnąć, on, nie, dać, się, on, nie, dać, da, się, to, ten, film, oglądać, mówić, że, film, słaby, być, ale, po, prosty, jakoś, on, nie, móc, oglądnąć, film, zmuszać, ja, miąć, coś, do]",6.0,"Nie da sie oglądnąć                        2 razy próbowałem film oglądnąć, nie dało się nie, nie da się tego filmu oglądać wg. mnie... Nie mówię że film słaby jest, ale po prostu jakoś nie mogę oglądnąć filmu, zmusza mnie coś do wyłączenia...              ",40.0,40.0,5.0
negative,positive,[],8.0,"8/10 !!!!!                        Mi sie film podobał, trzeba czasami zastanowic sie nad paroma sprawami...Pozdrawiam               ",13.0,0.0,0.0
negative,positive,"[być, zły, ale, on, nie, mój, mieć, się, czym, co, wiek, zasada, ciekawy, ale, wszystek, te, ten, ty, zbieg, okoliczności, okoliczność, liczny, dopracować, składać, się, na, jedyny, jedyna, jedyne]",6.0,"Nic specjalnego.                        Nie jest zły, ale nie ma się czym zachwycac. Fabuła w zasadzie ciekawa, ale wszystkie te zbiegi okoliczności i liczne niedopracowania składają się na jedyne 6/10 ;]              ",29.0,29.0,9.0
negative,neutral,"[przeczytać, książka, na, który, tło, film, wypaść, blado, to, ten, szkoda, bo, potencjał, sentyment, do, za, Amelia, Toma, Tom, Hanks, wiadomo]",5.0,"Słabo...                        Pierw przeczytałem książkę, na której tle film wypadł blado - i to bardzo... a szkoda, bo potencjał był...ocena 5 z sentymentu do Audrey Tautou (za Amelie) i Toma Hanksa (wiadomo)...              ",31.0,21.0,6.0
positive,positive,"[nawet, fajny, tylko, troszkę, troszka, za, długi, dług, ale, on, nie, ważny]",7.0,Niezły                         nawet fajny  tylko troszkę za długi ale nie ważne 6/10                ,11.0,12.0,3.0
negative,positive,"[ojciec, ocean, książka, Brown, jaki, jak, jaka, ukazać, się, na, polskie, polski, były, być, wzgląd, na, zainteresowanie, zainteresować, tematyka, dotyczyć, konklawe, zdenerwować, bzdura, wypisywać, na, temat, elekcja, papieski, popisać, biblioteka, wszak, według, on, odbywać, się, grafoman, nawet, on, nie, raczyć, jej, on, Pot, przeczytać]",8.0,"NUDY!!!!                        Najpierw o  książkach.Pierwszą  książką Browna, jaka ukazała się na polskim były ""Anioły i demony"". Ze względu  na zainteresowanie tematyką dotyczącą  konklawe przeczytałem. zdenerwowany bzdurami wypisywanymi na temat elekcji  papieskiej popisałem ksiażkę  z  biblioteki""Universi Demonici Gregis"", wszak wg niej odbywało  się konklawe. Ten grafoman nawet  nie  raczył jej  przeczytać. Potem przeczytałem ""Kod ...              ",52.0,44.0,9.0
positive,positive,"[Książek, rewelacja, film, bardzo, dobry, że, film, on, nie, dorównać, książka, ale, taka, tak, trzymać, dobry, poziom, on, nie, mój, mieć, na, co]",8.0,"Książka - rewelacja, film - bardzo dobry                        Wiedziałem, że film nie dorówna książce, ale i tak trzyma dobry poziom, nie ma na co narzekać.              ",24.0,23.0,3.0
negative,positive,[],7.0,"8/10 Bardzo mnie zaintrygował, zwłaszcza szokujące zakończenie                        Mimo ogólnej krytyki, ""Kod Da Vinci"" uważam za film bardzo dobry. Świadczą o tym świetne kreacje Toma Hanksa i Iana McKellena oraz znakomita partytura Hansa Zimmer, według mnie jedna z najlepszych jego kompozycji, chociaż nie pozbawiona wad. Również rewelacyjne zdjęcia Salvatora Totina zadecydowały o tak wysokiej ocenie. Niestety gorzej wygląda sytuacja z ...              ",59.0,0.0,0.0
negative,negative,"[Tyl, krzyk, ojciec, ocean, nic, nica, film, być, dobry, dal, nawet, ale, wiek, film, na, sen, senator, minuta, przed, sen]",1.0,Tyle krzyku o nic !!!                        Ten film jest dobry dal bym nawet 10 ale w kategori film na sen lykaj 5 minut przed snem !!!              ,25.0,20.0,8.0
negative,negative,"[kiepski, film, opierać, się, na, Tania, acz, sprawdzać, się]",2.0,kiepski                        Sukces filmu opiera się na kontrowersji. Tani acz sprawdzający się chwyt.              ,12.0,9.0,1.0
negative,neutral,"[na, słowa, słowo, on, nie, czytać, ale, się, szybka, szybko, że, on, być, Alo, Ali, Al, Ala, kiedy, usłyszeć, te, ten, ty, słowa, słowo, wymawiać, taki, przekonać, przekonanie, on, nie, pozostać, mi, ja, nic, nica, inny, niżyć, niża, nizać, niż, ojciec, ocean, na, Izaak, Rabin, zwalić, zwać, wy]",5.0,"Uwaga Obrzydliwy Spoiler                        Jak zareagowaliscie na słowa ""Jesteś ostatniim zyjącym potomkiem Jezusa Chrystusa"".Ksiązki nie czytałem,ale domysiłem się dośc szybko,że ona jest ""Sw.Gralem""Ale kiedy usłyszałem,te słowa wymawiane z takim przekonaniem nie pozostało mi nic innego niż wybuchnąc smiechem.Przeczytajcie Kod Bibli -o przedwidzianym Zamach na Izaaka Rabina -zwali was z nóg.              ",49.0,48.0,7.0
negative,neutral,"[Słaby, słaby, argument, zauważyć, że, dyskusja, ojciec, ocean, przeradzać, się, na, ogół, wiek, dyskusja, ojciec, ocean, on, fanatyczny, ateista, fantazja, Brown, stajać, stawać, staja, się, argument, przeciwko, PO, poważnie, bzdura, rozpropagować, przez, to, ten, komercyjny, dekiel, to, ten, obnażać, własny, można, możny, wyszukać]",5.0,"Słaby Kod, słaby argument                        Nietrudno zauważyć, że dyskusje o ""Kodzie Da Vinci"" przeradzają się na ogół w dyskusje o Kościele Katolickim i jego historii. Dla fanatycznych ateistów fantazje Browna stają się argumentem przeciwko Kościołowi. I TO JEST PO PROSTU ŻAŁOSNE. Traktowanie poważnie bzdur rozpropagowanych przez tego komercyjnego dekla, to obnażanie własnej głupoty. Przeciwko Kościołwi można wyszukać masę ...              ",57.0,43.0,8.0
negative,positive,"[widz, to, ten, film, wiek, on, nie, juz, oda, od, czas, zastanawiać, si, nad, istnieć, istnienie, bóg, do, go, on, on, nie, mój, mieć, to, ten, to, ten, on, stworzyć, wiek, dzień, to, ten, człowiek, ludzie, być, raczej, raczy, on, nie, prawda, to, ten, ewolucja, przekształcić, małpa, wiek, zostać, bo, lud, człowiek, ludzie, bać, bal, si, śmierć, to, ten, po, on, czekać, on, nicość, poza]",10.0,"Jeszcze jedno...                        Kto z widzów tego filmu wiezy w Boga??Ja nie zabradzo juz od jakiegos czasu zastanawiam sie nad istnieniem boga i doszłem do wniąsku ze poprostu go nie ma,a to ze to on stworzył śwait w 7 dni i to ze stworzyl ludzi jest raczej nie prawda poniewaz to ewolucja przekształciła małpy w ludzi.Osobiscie uwazam ze Bog został ""wymyslony"" bo ludzie bali sie śmierci i tego ze po niej czeka ich nicość poza tym ...              ",75.0,65.0,23.0
negative,negative,"[Książek, film, Książek, mi, ja, się, wat, skala, skalić, oda, od, do, dostały, dostać, zaś, była, były, być, jak, jaka, masakra, przy, sosna, muzyk, muzyka, mi, ja, się, on, nie, zostać, ewidentnie, nakręcić, tylko, dla, on, nie, mieć, miał, pomysł, na, film, to, ten, być, Ida, ojciec, ocean, zakład, że, reżyser, scenarzysta, znać, znal, książka, jedynie, myśleć]",3.0,"Książka 8, film 1.                        Książka mi się podobała...  W skali od 1 do 10 dostała 8. Film zaś 1... To była jak masakra przy 3 sosnach z Kill Billa... DO DUPY... Nawet muzyka mi się nie podobała. Film został ewidentnie nakręcony tylko dla siana. Reżyser nie miał pomysłu na film - to było widać. Idę o zakład, że reżyser i scenarzysta znali książkę jedynie z opowiadań. Reżyser myślał: MANY, MANY, MANY, MANY, MANY, MANY, ...              ",74.0,57.0,8.0
