index,emotion,rate,text,detectedEmotion,correct_guess,score,text_length,text_length_bin
3274,positive,10.0,"[co, do, kino, kin, kina, dziewczyna, oda, od, dzień, on, nie, wiedzieć, na, co, do, kino, kin, kina, nigdy, on, nie, na, wiek, kino, kinąć, kin, kina]",positive,True,1,155,15
3275,positive,10.0,"[ubaw, ubawić, ubawa, krótko, dawno, się, taka, tak, on, nie]",positive,True,1,64,6
3276,positive,9.0,"[film, oto, kilka, niezły, tekst, on, nie, umierać, pamiętać, jeśli, zobaczyć, tunel, biała, biały, światło, na, koniec, to, ten, on, nie, wiek, kierunek, światły, światło, światła, mieszek, mieszkać, siedem, krasnoludek, ale, on, nie, być, ci, ten, ty, star, stary, zainwestować, wiek, bo, po, akcja]",negative,False,0,320,32
3277,positive,9.0,"[satyra, satyr, znakomity, przyznać, że, być, świetny, bajka, ale, raczej, raczy, on, nie, dla, animacja, komputerowy, bajkowy, sceneria, postać, bajka, jednak, on, nie, dać, się, zwieść, bo, pod, tym, ten, to, wszystek, wszystko, wszyscy, kryć, się, satyra, satyr, na, współczesny, być, śmieszny, jak, jaka, mało, który, komedia, szczególnie, ostatnio, bawić]",positive,True,1,379,37
3278,positive,10.0,"[wiek, ciszyć, cisza, cisz, zdać, ale, trudny, egzamin, wiek, na, he, to, ten, pierwszy, pierwsze, pierwsza, scena, film, ja, miąć, moi, moja, mój, moje, dobrze, si, go, on, wiek, on, nie, to, ten, ja, miąć, wiek, kino, kinąć, kin, kina, tylko, dziwnie, si, si, tylko, wiek]",negative,False,0,283,28
3279,positive,8.0,"[ten, baja, baj, bajać, polskie, polski, idealny, Jerzy, Stuhr, warto, warta, na, to, ten, dzieciak, ale, sam, teza, trzeba, to, ten, to, ten, taka, taki, baja, baj, bajać, na, wszystek, wszyscy, oda, od, lato, rok, si, super, to, ten, raczej, raczy]",negative,False,0,252,25
3280,positive,10.0,"[przeglądać, podręcznik, do, taka, tak, się, myśleć, myślić, na, jak, jaka, ogr, to, ten, jeszcze, przed, który, on, nie, wziąć, za, typowy, przedstawiciel, to, ten, gatunek, Alo, Ali, Al, Ala, co, ja, miąć, uderzyć, to, ten, że, wiek, sum, suma, być, ładny, zwłaszcza, gdy, się, być, to, ten, być, gruby, gruba, wychować, ale, na, pewno, on, nie, być, taki, szkaradziejstwo, jaki, powinien]",negative,False,0,414,41
3281,positive,10.0,"[być, to, ten, zabawny, film, animowany, animować, jaka, jak, jaki]",positive,True,1,69,6
3282,positive,10.0,"[po, prosty, fajny, film, dubbing, Jerzy, Stuhr, ojciec, ocean, tym, ten, to, film, Tym, go, on, on, nie, widzieć, serdecznie, polecać, Warta, go, on]",negative,False,0,152,15
3283,positive,9.0,"[obejrzeć, on, nie, móc, się, doczekać, chwila, kiedy, usiąść, wiek, kino, kinąć, kin, kina, obejrzeć, na, raz, niestety, on, nie, mama, mieć, mamić, na, to, ten, początek, myśleć, się, jakiś, tam, tama, normalny, normalna, bajeczka, ale, po, recenzja, krytyk, oraz, znajomy, zmienić, zdanie, zdać, na, temat, go, on]",negative,False,0,336,33
3284,positive,8.0,"[oda, od, to, ten, że, jak, jaka, na, swój, swoje, latać, rok, lato, to, ten, bawić, się, jak, jaka, dziecko, pomijać, fakt, że, publiczność, wiek, większość, były, być, wat, reszta, wiek, era, pokemon, bajka, ktoś, zrobić, moja, mój, letni, siostrzenica, który, zabrać, się, film, być, odrobina, za, krótki, brak, być, przerwa, na, siusiu, tytułowy, bohater, wiek, przeciwieństwo, do, to, ten, jak, jaka, mi, ja, się, wydawać, wydawać, stać, się]",positive,True,1,477,47
3285,positive,10.0,"[on, nie, dać, da, się, opisać, dowód, na, to, ten, że, Amerykanin, potrafić, zrobić, użytek, Alo, Ali, Al, Ala, gdyby, on, nie, polski, film, stracić, połowa, swój, swoje, pod, duży, wrazić, wrażenie, na, pewno, wybrać, się, jeszcze, on, nie, raz, żeby, zobaczyć, na, duży, być, przekonany, przekonać, że, wybredny, kinoman, już, dawno, ojciec, ocean, tym, ten, to]",negative,False,0,389,38
3286,positive,9.0,"[Polska, wersja, powtarzać, juz, czyjś, ale, być, on, tyle, tyli, tył, że, on, nie, sposobić, sposób, tylko, powiedzieć, że, na, iścić, iść, na, polskojęzyczny, wersja, Zamachowski, średnio, ale, Stuhr, przejść, sam, się, się, wrazić, wrażenie, że, film, powstać, specjalnie, dla, on, nie, wyobrażać, się, bez, beza]",negative,False,0,342,34
3287,positive,8.0,"[super, film, on, nie, tylko, dla, dziecko, być, super, on, nie, być, taka, tak, dobre, dobry, film, by, stracić, ale, on, nie, wiadomo, czy, to, ten, film, czy]",positive,True,1,164,16
3288,positive,10.0,"[część, na, taki, taka, film, długo, czekało, czekać, scenariusz, znakomity, animacja, świetny, zabawa, nawet, hollywoodzki, wytwórnia, potrafić, pozytywnie, on, nie, widzieć, taka, tak, inteligentny, żart, no, móc, może, oprócz, puszczać, bąk, taka, tak, genialny, przetworzyć, przetworzenie, zaszokować, kiedy, zobaczyć, że, wiek, kino, kinąć, kin, kina, prawo, prawie, połowa, widz, stanowić, dorosnąć, dorosły, to, ten, wcale, on, nie, być]",positive,True,1,472,47
3289,positive,10.0,"[naprawdę, sprawa, że, faktycznie, on, nie, całkiem, dla, dziecko, zwłaszcza, wiek, warstwa, tekstowy, częsty, część, sparodiować, scena, on, nie, móc, może, te, ten, ty, trochę, trocha, Alo, Ali, Al, Ala, on, nie, wiedzieć, czy, wiek, ogół, udać, się, stworzyć, dzieło, ten, klasa, klasy, rozumieć, wiek, równe, równy, stopień, przez, wszystek, wszyscy, taka, tak, więc, coś, za]",negative,False,0,405,40
3290,positive,10.0,"[się, dobrze, lepiej, na, ci, ten, ty, letni, powiedzieć, mi, ja, się, późno, że, często, dorosnąć, dorosły, si, no, to, ten, prawda, zaśmiewać, siedzieć, siedzący, obok, lato, rok, patrzyć, na, ja, miąć, oburzenie, oburzyć, on, nie, rozumieć, taka, tak, jak, jaka, moja, mój, komentarz, być, krótki, iść, na, ten, film, jeszcze, raz, ale, on, nie]",negative,False,0,372,37
3291,positive,10.0,"[krzesło, to, ten, jeden, jednać, dobry, komedia, jaki, jaka, mieć, okazja, obejrzeć, wiek, ostatnie, ostatni, się, śmiech, spaść, krzesełko, kiedy, wstać, runąć, na, podłoga, zaśmiewać, się, świnka, tańczący, tańczyć, tańcząca]",positive,True,1,251,25
3292,positive,9.0,"[dla, wybierać, si, do, kino, kin, kina, znowu, musieć, on, nie, ja, miąć, zbyt, si, to, ten, po, rozpocząć, rozpoczęcie, wiek, taki, dawca, dawka, juz, dawno, si, on, nie, na, ekran, łapać, on, nie, być, do, przekonany, przekonać, czy, on, stworzyć, dla, warto, warta, go, on]",positive,True,1,289,28
3293,positive,9.0,"[Krzyżak, góra, wat, Toruń, młoda, młody, młode, chłopak, kręcić, komedia, ojciec, ocean, friko, ściągnąć, Machulski, Bończak, gromadka, młody, młoda, młode, gościa, gość, gościć, co, grać, wiek, telenowela, Nejman, Wieczorkowski, et cetera, chcieć, się, wy, podzielić, być, zajebisty, gościa, gość, taki, nasz, nasze, kino, kina, on, nie, zginąć, wy, on, nie, mieć, mat, mać, mata, temat, dyskusyjny, ojciec, ocean, niezależny, kino, kinąć, kin, kina, polskie, polski]",positive,True,1,506,50
3294,positive,9.0,"[to, ten, być, to, ten, taki, taki]",negative,False,0,36,3
3295,positive,9.0,"[być, animacja, animacja, trójwymiarowość, wprost, rewelacyjny, rozgrzać, lawa, wulkan, jak, jaka, si, wiek, zupełność, moi, moja, mój, moje, poprzednik, to, ten, film, animowany, animować, to, ten, uwaga, na, liczny, nawiązanie, nawiązać, cytata, cytat, głównia, głównie, amerykański, kinematografia, scena, walka, księżniczka, banda, Robin, Hood, to, ten, animowany, animować, inteligentny, bajka]",negative,False,0,420,42
3296,positive,9.0,"[polski, wersja, animacja, bardzo, dla, dla, mi, ja, si, polski, dubbing, Stuhr, ptaszek, czy, ciasteczko, piosenka, zostawić, wiek, oryginał, bo, wół, wola, woli, wole, Natalia, Kukulska]",negative,False,0,192,19
3297,positive,9.0,"[pisać, że, szczerza, szczerze, powiedzieć, ten, ta, informacja, podziałać, na, ja, miąć, nadziać, nadzieja, moja, mój, moje, okazały, okazać, się, płonny, mima, mimo, spory, ilości, ilość, subtelny, ironia, mało, mniej, subtelny, acz, nadal, zabawny, satyr, satyra, ten, film, być, niestety, leża, leże, leżeć, leż, wiek, tym, ten, to, że, założenie, założyć, mieć, to, ten, być, bycie, dzieło, dla, dziecko, co, odebrać, twórca, możliwość]",negative,False,0,478,47
3298,positive,9.0,"[się, każdy, strona, prasa, tv, telewizja, znajomić, znajomy, docierać, do, ja, miąć, jak, jaka, najbardziej, pochlebny, opinia, dotyczyć, ten, pisać, że, szczerza, szczerze, powiedzieć, ten, ta, informacja, podziałać, na, ja, miąć, nadziać, nadzieja, moja, mój, moje, okazały, okazać, się, płonny, mima, mimo, spory, ilości, ilość, subtelny, ironia, mało, mniej, subtelny, acz, nadal, zabawny, satyr, satyra, ten, film]",negative,False,0,444,44
3299,positive,9.0,"[pamiętać, kiedy, taka, tak, wspaniale, bawić, się, wiek, kino, kinąć, kin, kina, wszystek, wszystko, wszyscy]",positive,True,1,116,11
3300,positive,9.0,"[kino, kin, kina, za, on, nie, taki, taka, wiek, polskie, polski, fizjonomiczny, stylo, styl, ale, za, sparodiować, film, aluzyjny, porównać, porównanie, który, doprawdy, bawić, do, tenże, też, on, nie, być]",positive,True,1,216,21
3301,positive,10.0,"[film, animowany, animować, pod, to, ten, kino, kina, dla, być, wiek, otoczyć, przez, dziecko, rodzic, rodzice, to, ten, jednak, film, ten, warto, warta, polecić, dosłownie, każdy, kto, kochać, to, ten, właśnie, dorosnąć, dorosły, śmiać, śmiały, się, bardzo, gdyż, to, ten, on, móc, zrozumieć, wszystek, śmiać, być, się, tym, ten, to, to, ten, nieliczny, udać, udany, przykład, polskie, polski, on, bardzo, naturalnie, popisowy, rola, osła, osioł]",positive,True,1,475,47
3302,positive,10.0,"[po, raz, drugi, drug, po, raz, drugi, drug]",negative,False,0,44,4
3303,positive,10.0,"[zielono, mi, ja, zaraz, zaraza, pęknąć, jeśli, on, nie, pójść, raz, do, czuja, czuć, że, on, nie, bawić, się, taka, tak, dobrze, jak, jaka, powinien, musić, musza, musieć, to, ten, tylko, coś, ciężko, znaleźć, głos, ale]",negative,False,0,240,24
3304,positive,10.0,"[dla, dziecko, ja, miąć, najbardziej, ująć, wiek, tym, ten, to, film, to, ten, że, być, kilka, scena, wiek, który, ojciec, ocean, tym, ten, to, że, królewna, Śnieżek, on, nie, być, podczas, który, wiek, kino, kinąć, kin, kina, śmiać, się, tylko, dorosnąć, dorosła, dorosły, część, przed, ja, miąć, siedzieć, jakiś, grupa, przedszkole, czy, półkolonia, pokusić, się, aby, sprawdzić, on, były, być, fajnie, zdezorientować, śmiech, starsza, stary, starszy, odwracać, się, patrzyć, jak, jaka, na, wariat]",negative,False,0,541,54
3305,positive,9.0,"[humor, muzyk, muzyka, to, ten, on, nie, to, ten, co, ale, bardzo, chara, design, moment, scena]",positive,True,1,96,9
3306,positive,9.0,"[wiek, teatr, absurd, animowany, animować, rozpoczynać, swoić, swój, historia, wraz, rozpocząć, rozpoczęcie, historia, przedstawiciel, Walt, Disney, utwierdzić, my, wiek, przekonać, przekonanie, że, film, czy, książka, przeznaczyć, być, dla, to, ten, technikum, technik, technika, rysunkowy, czy, ostatnio, popularny, komputerowy, być, niestety, nieco, błahy, wiek, treść, treści, przystępny, jedynie, dla, rutyna, postanowić, przerwać, studio]",negative,False,0,466,46
3307,positive,10.0,"[jak, jaka, chcieć, to, ten, potrafić, posiadać, cosinus, być, ten, ta, dobry, strona, charakter, potrafić, si, bez, beza, wstyd, si, na, potrafić, to, ten, wiece, wiec, to, ten, dobry]",positive,True,1,191,19
3308,positive,10.0,"[być, genialny, fenomenalny, po, prosty, pasować, do, on, każdy, określenie, określić, wyrażać, podziwić, podziw, żaden, pokazywać, pokazować, się, na, ekran, komedia, on, nie, dorastać, mu, on, do, pięta, ponieważ, przeważnie, humor, wiek, on, zawarty, zawrzeć, balansować, na, granica, dobre, dobry, smak, zbyt, często, niechybnie, on, przekraczać, po, prosty, humor, lej, lać, leja, tu, się, hektolitr, mima, mimo, par, parę, wyjątek, być, na, poziom, choć, on, nie, można, możny]",positive,True,1,512,51
3309,positive,9.0,"[super, dziecko, dziecki, na, to, ten, on, nie, wziąć, animowany, animować, to, ten, być, to, ten, co, lubić, po, raz, kolejny, się, on, nie]",negative,False,0,147,14
3310,positive,9.0,"[ja, miąć, istnieć, jeszcze, miejsce, na, kino, kina, familijny, jak, jaka, na, być, nadal, jedno, jeden, si, nic, nica, poza, fakt, oczywisty, na, wszystek, wszyscy, wielki]",negative,False,0,178,17
3311,positive,9.0,"[jeszcze, on, nie, iść, id, nawet, on, nie, taka, tak, starannie, przygotować, animacja, komputerowy, wspaniale, opowiastka, si, na, film, okazja, przez, czas, si, sytuacyjny, po, prosty, seans, na, film, dubbingować, znowu]",negative,False,0,228,22
3312,positive,9.0,"[ja, miąć, animacja, jak, jaka, Stuhr, wiek]",negative,False,0,46,4
3313,positive,9.0,"[góra, komedia, wcale, on, nie, dla, Disney, się, chować]",negative,False,0,60,6
3314,positive,6.0,"[przeciętniak, przez, wszystek, wszyscy, znajomy, znajoma, pójść, na, chyba, jednak, się, Miały, to, ten, film, to, ten, rok, rozrywka, dla, wszystek, wszyscy, niezależnie, oda, od, chyba, si, starzeć, ale, ten, bąk, grzebiący, grzebać, się, wiek, ucho, stworek, wcale, on, nie, być, dużo, więcej, radość, wnosić, ale, to, ten, chyba, tylko, dzięka, dzięk, dzięki, ukłon, ukłony]",positive,True,1,402,40
3315,positive,10.0,"[Bomba, brawo, brawa, za, polskie, polski, jak, jaka, wiek, Kurczak, polski, wersja, wnosić]",negative,False,0,93,9
3316,positive,10.0,"[zostawić, ogonek, ten, porost, ciekawy, czy]",positive,True,1,46,4
3317,positive,10.0,"[gatunek, nastawić, nastawienie, ot, dobro, dobra, dobry, on, nie, si, taka, tak, doskonale, bez, beza, strona, graficznie, być, mimika, mimik, twarz, trawa, si, pod, smokać, smok, alba, albo, ten, ta, scena, na, fotel, mi, ja, si, bujać, wiek, kino, kinąć, kin, kina, tekst, ojciec, ocean]",positive,True,1,296,29
3318,positive,8.0,"[wat, wat, PO]",negative,False,0,14,1
3319,positive,10.0,"[pyszota, dawno, on, nie, tym, ten, to, bardzo, wiek, być, strasznie, ciekawy, kto, być, odpowiedzialny, za, to, ten, film, wiek, on, nim, tyle, tyli, tył, aluzja, do, starsza, stary, starszy, nawet, do, sytuacja, wiek, przedni, dla, starsza, stary, starszy, te, ten, ty, szkoda, tylko, piosenka, wiek, oryginalny, czy, juz, on, nie, inwencja]",negative,False,0,346,34
3320,positive,10.0,"[przezabawny, przezabawny, komedia, głęboki, głębszy, żart, no, jeszcze, Jerzy, mistrzostwo]",positive,True,1,97,9
3321,positive,8.0,"[Stuhr, wiek, rola, osiołek, być, genialny, dla, on, warto, warta, być, pójście, pójść, na, ten]",positive,True,1,104,10
3322,positive,10.0,"[być, po, post, pozornie, można, możny, go, on, odebrać, jako, jaka, luzacki, komedyjka, wiek, który, namolny, osioł, ordynarny, troll, rzucać, cały, czas, śmieszny, tekst, jednak, wiek, rzeczywistość, przekazywać, on, bardzo, ważny, nauka, to, ten, pokazać, my, że, każdy, nawet, najbardziej, obrzydliwy, nieokrzesany, okrzesać, mój, mieć, dusić, dusza, uczuć, uczucie, uczucia, oraz, to, ten, Alo, Ali, Al, Ala, te, ten, ty, pozostały, wniosek, wyciągnąć, się, sam, dobrze, po, obejrzeć, film]",negative,False,0,522,52
3323,positive,10.0,"[petarda, na, niby, ale, raczej, raczy, on, nie, dla, dziecko, on, nie, wiedzieć, kto, wpaść, wiek, tym, ten, to, chora, chory, kraj, na, to, ten, by, być, bez, beza, swoić, swój, drogi, droga, dubbing, głos, Sztur, jako, jaka, osiołek, powalić, ja, miąć, na, dobre, dobry, film, bo, przecież, to, ten, on, nie, być, już, bajka, być, czadowy, całkiem, jak, jaka, Kurczak]",negative,False,0,387,38
3324,positive,9.0,"[śmieszny, bardzo, oryginalny, żonglować, inny, znać, znany, znana, przez, cały, seans, cały, sala, pokładać, się, to, ten, na, pewno, punkt, przełomowy, wiek, rozwój, film, rzucić, wyzwanie, wyzwać, uczyć, także, co, ważny, że, on, nie, należeć, przy, ocena, człowiek, ludzie, kierować, się, on, wygląd, że, prawdziwy, to, ten]",positive,True,1,352,35
3325,positive,8.0,"[wiek, świat, baśń, śmieszny, komedia, zrealizować, za, pomoc, nowy, technik, technika, być, odrażający, odrażać, ogr, który, bać, boja, się, wszystek, wszyscy, on, widok, uciekać, wiek, dzień, ratować, opresja, sympatyczny, osiołek, który, mój, mieć, jeden, niezwykły, potrafić, mówić, ludzki, to, ten, właściwie, złe, zły, określenie, określić, on, gadać, gad, jak, jaka, dokładny]",negative,False,0,416,41
3326,positive,8.0,"[na, ten, film, być, pewien, pewny, tylko, że, być, to, ten, Alo, Ali, Al, Ala, już, po, kilka, scena, zorientować, się, że, być, to, ten, wręcz, wręczyć, genialnie, zrobić, film, animowany, animować, który, bynajmniej, on, nie, być, moi, moja, mój, moje, zdanie, zdać, bajka, jak, jaka, go, on, zostać, perfekcyjnie, ogólnie, film, zasługiwać, na, wielki]",negative,False,0,377,37
3327,positive,9.0,"[ciekawy, si, animacja, jak, jaka, dubbing, wersja, polski, jak, jaka, angielski, trzeba, robić]",positive,True,1,97,9
3328,positive,10.0,"[Jerzy, Stuhr, być, rewelacyjny, wszystko, za, sprawa, prześmieszny, który, głos, podkładać, genialny, Jerzy, Zamachowski, jako, jaka, niestety, wypadać, przy, on, nim]",positive,True,1,175,17
3329,positive,10.0,"[no, być, na, wiek, kino, kinąć, kin, kina, na, dobry, komedia, to, ten, śmiać, się, umiar, taka, tak, żeby, się, on, nie, on, nie, wiele, brakować, zacząć, tarzać, się, po, Bajek, być, to, ten, określenie, określić, być, idealny, doskonale, pasować, do, taki, zagrywka, jak, jaka, Śnieżek, nazwać, denatka, czy, trzy, narodzić, ptaszek, ptaszka, który, szlachetny, wspaniały, królewna, usmażyć, dla, po]",positive,True,1,432,43
3330,negative,1.0,"[do, to, ten, film, poczekać, na, dzienić, dzienia, dzień, dzienie, kiedy, mieć, miał, ochota, na, przy, głupawy, komedia, piwko, wiek, ręka, film, zepsuć, mi, ja, już, nawet, on, nie, chodzić, ojciec, ocean, to, ten, ile, ił, być, czy, on, nie, być, śmieszny, moment, bo, kilka, owszem, być, ojciec, ocean, to, ten, że, ten, film, mój, mieć, taka, tak, denny, scenariusz, być, taka, tak, fatalnie, wyreżyserować, po, prosty, on, nie, dać, da, si, go, on, obejrzeć, wiek]",negative,True,1,494,49
