comments,emotion,rate
"Wierne przedstawienie tamtych czasów to również zasługa znakomitych aktorów. Magdalena Boczarska jako Wisłocka oddaje temperament głównej gorszycielki w gestach, sposobie wysławiania i charakterystycznych elementach garderoby, które przywodzą na myśl poprzednią epokę.",positive,7.0
"Pomimo wszystkich wad warto sięgnąć po ten film, albowiem opowiada nie tylko o wyjątkowej sylwetce jaką była pani Michalina, ale również o samej sztuce kochania.",positive,6.9
"Jest kolorowo, dość pikantnie, z poczuciem humoru, a wszystko w otoczeniu plejady znanych nazwisk.",positive,6.7
"Świetna, energetyczna rola Magdaleny Boczarskiej w pozbawionym napięcia obrazie.",positive,6.7
Z czułością i humorem o dzielnej i mądrej kobiecie.,positive,6.7
"Zrealizowany jest spektakularnie, choć przy bliższym poznaniu nietrudno zauważyć, iż brakuje mu głębi.",positive,6.0
Jeden z najdoskonalej odtworzonych obrazów czasów Polskiej Rzeczpospolitej Ludowej.,positive,6.0
Właśnie przez tą dokumentalną wręcz próbę przekazania losów bohaterki dostaliśmy film tylko niezły.,positive,6.0
"Przynosi wiele niespodzianek, ale największą jest fakt, że pod względem liczby scen erotycznych bije na głowę osławione ""50 twarzy Greya"". Wstydu nie ma.",positive,6.0
"Intrygujący i chwilami kopiący prądem, ale zazwyczaj niepoważny i prowadzący do zwarcia z nadmiaru sztucznych świecidełek - główny postulat filmu ""atrakcyjny"" to nie jest najlepsza strategia. Sztuka kochania to za dużo sztuczek, a za mało jednak miłości.",positive,6.0
"Opowiedziany z werwą, rytmem i jest koncertowo zagrany, szczególnie przez brawurową Boczarską. To jednak laurka. Ja wolę biografie mniej cukierkowe.",negative,5.8
"Nie zapadnie nam na długi czas w pamięci, jednak może to być jeden z lepszych polskich filmów w 2017 roku.",negative,5.5
"Należy uznać za średniej jakości mieszankę historii burzliwego życia ""pierwszej polskiej feministki"" z odważnymi scenami seksu w tle oraz kulisami wydania przez nią słynnego bestselleru, ale to wszystko zdecydowanie za mało, aby zachwycić się najnowszą produkcją Marii Sadowskiej.",negative,5.0
"Kiedy z pięknego, sześciominutowego ujęcia przechodzimy w totalnie nieinteresującą scenę ""z innej beczki"", pojawia się wątpliwość jak mam docenić efekt. Docenić za to mogę postać - zapomnianą - panią Wisłocką i za to temu filmowi dziękuje.",negative,4.0
"Dzieło to jest do obejrzenia na raz, nie jest to obiektywna biografia tejże postaci, momentami nawet nie przypisałabym tego filmu do takiego gatunku, bo była to bardziej wizja reżyserki - nie mająca czasem za wiele wspólnego ze stanem faktycznym.",negative,4.0
"Wzruszający, błyskotliwie zrealizowany film weryfikujący wnętrze chłopaka, który musiał uciec w magiczny świat, by odzyskać kontakt z rzeczywistością.",positive,10.0
"To nie jest kolejna biografia. To opowieść o podróży, o brutalnej walce z rzeczywistością, którą przeplatają kadry z Aladyna, Dumbo czy Króla Lwa oraz innych animacji wytwórni Myszki Miki.",positive,9.0
"Przywraca wiarę w kino, co więcej, odbudowuje wiarę w człowieka.",positive,8.0
Niezwykle inspirujące dzieło.,positive,7.5
"Roger Ross Williams niesie pokrzepiającą nadzieję dla wszystkich pośrednio i bezpośrednio dotkniętych tą ciężką przypadłością. Słowo ""autyzm"" bowiem niekoniecznie zawsze musi brzmieć jak trudny do zaakceptowania wyrok.",positive,7.0
"W gruncie rzeczy film okazuje się wielkim wyrazem miłości do kina, wyznaniem wiary w terapeutyczną moc ruchomych obrazów.",positive,6.7
"Prosty i ujmujący film o sile miłości i wierze w jaśniejszą przyszłość. Ale też opowieść o pedagogicznej konsekwencji w podróży bardzo wyboistą ścieżką i systemie, który - nie bez potknięć - ułatwia osobom z różnymi rodzajami niepełnosprawności integrację i samodzielność.",positive,6.7
"Nie jest wyszukany w swojej formie. Nie ucieka od dokumentalnego opowiadania z gadającymi głowami, które pozwalają głębiej zajrzeć w ich prywatną, hermetyczną rzeczywistość, ale poruszony temat i brak zadęcia są w stanie przykryć ograniczenia standardowego opowiadania.",positive,6.0
"Formą przypomina mi ""Kosmos"" Żuławskiego. Belgijski dramat jest jednak o wiele bardziej spokojny, cichy. To zlepek obrazów, które nudzą, dopóki nie pozwolimy sobie zatopić się w treści.",positive,7.0
"Wizualny majstersztyk, choć formalnie anachroniczne względem środków wyrazu stosowanych we współczesnym filmie kino.",positive,7.0
"Zgrabne, dowcipne zakończenie wywołuje uśmiech, ale gdy minie przychodzi refleksja, co tak naprawdę udało się powiedzieć w tym filmie. Historia miłości zwyciężającej wszelkie przeszkody jest wzruszająca, ładna, ciepła, ale też koniec końców banalna, co najmniej tak samo jak ""Podwójne życie Weroniki"".",negative,5.0
"O ile wizualna oprawa Mojego Anioła potrafi wzbudzić dreszcze przyjemności, fabularne nielogiczności przyprawiają o ból głowy. Baśniowy charakter nie jest w stanie uratować widza od za długiej ekspozycji, wolnego opowiadania i patetycznych monologów.",negative,5.0
"Delikatny, oryginalny, ale niezbyt emocjonalnie angażujący film.",negative,5.0
Interesujące pomysły zostają pogrzebane przez tragiczną animację.,positive,6.0
Opowieść dość szybko zaczyna się dłużyć i w okolicach trzydziestu minut już mocno wierciłam się w krześle.,negative,5.0
"Rozczarowanie wynikające z tego, że zamiast niekonwencjonalnej fabuły dostaliśmy typową, staromodną komedię brytyjską, na szczęście osładza sama Saunders, która nie straciła poczucia humoru.",positive,6.0
"Żart jest tu raczej ciężki i wulgarny, ale miłośnicy serialu z pewnością nie będą zawiedzeni.",positive,6.0
Wielbiciele kultowego serialu ubawią się świetnie.,negative,5.0
"Przeciętne, damskie kino na płaskich obcasach. Tym razem krzywe zwierciadło pochodzi z najtańszego gabinetu luster.",negative,4.0
Głupkowata farsa. Nieudany przeszczep popularnego angielskiego sitcomu.,negative,3.3
Nie tak powinna wyglądać komedia. To absolutna porażka.,negative,2.0
Te dwie narracje: bunt i czołobitność wobec przywódcy stanowią granice zachowań współczesnego społeczeństwa rosyjskiego.,positive,7.0
"Mało odkrywcze, przynajmniej dla osób na bieżąco śledzących wydarzenia polityczne.",positive,6.0
Cenne źródło informacji i interesująca lekcja z najnowszej historii Rosji.,negative,5.0
"Rzetelna dokumentacja upadku, stopniowego wygaszania społecznego entuzjazmu - w wyniku strachu przed represjami, zmęczenia, rosnącego braku wiary w możliwość zmiany.",negative,5.0
"Ambitny dokument z ważnym tematem. Pełen mocnych archiwalnych materiałów, cenny jako misja i źródło informacji. Jako film debiut Nenaszewa jest niestety mało angażujący i hermetyczny.",negative,5.0
"Wyciszona i słodko-gorzka kronika z pożycia małżeńskiego, które jednak od czasów zamierzchłych jest rodzaju męskiego.",positive,7.5
"Opowiedziana jest bardzo nienachalnie, bez pretensji. Karanović ewidentnie czerpie z dokonań rumuńskiej nowej fali.",positive,6.0
"Skłania do refleksji nad trudnymi wyborami, nad rozdźwiękiem pomiędzy poczuciem lojalności a potrzebą bycia prawym, dobrym człowiekiem i nad tym, jak dobrze znamy swoich najbliższych.",negative,5.0
"Mogło być ciekawym spojrzeniem na rodzinne rozdrapywanie ran wojskowej przeszłości, odkrywanie prawdziwej twarzy człowieka, z którym dzieli się życie i feministycznym manifestem kobiecej siły. Pozostał chaos i niespełnione nadzieje.",negative,5.0
"Sprawdza się jako portret skonfundowanej kobiety - w czym zasługa dobrego aktorstwa Karanovic - i jest ciekawy jako obraz patriarchalnego społeczeństwa, ale sama historia opowiadana jest rozwlekle i rozlewnie, w telenowelowej stylistyce, ze statycznymi, często czysto informacyjnymi dialogami.",negative,5.0
"Wciągnięci od samego początku w tok akcji orientujemy się, że pozornie znany nam motyw napadów na bank zyskuje w filmie Aż do piekła szczególną wymowę i oprawę.",positive,9.0
"Piękny jest to film. Stonowany, subtelny, a przy tym głęboko prawdziwy.",positive,9.0
"Kino spełnione. Ma wszystko co trzeba, by zapisać się na kartach historii kina.",positive,9.0
"Między balladą, a moralitetem - znakomity dramat sensacyjny, przy okazji jeden z najlepszych filmów roku.",positive,9.0
"Nie pozostawia widza obojętnym i angażuje go przy każdej scenie. To świetny, emocjonalny obraz wykorzystujący co prawda pewne popkulturowe kalki, ale znakomicie je przetwarzając.",positive,9.0
"Jeden z najlepszych westernów, jakie widziałam od lat.",positive,8.3
"Głównie thriller, ale też western, i po trosze dramat psychologiczny. Bardzo smakowity koktajl.",positive,8.3
"Autor wykorzystując konwencję kina gatunkowego, zafundował Amerykanom rodzaj psychoanalizy, pokazując, jak niewiele zmienili się od czasów, kiedy kowboje walczyli na tej ziemi z Komanczami.",positive,8.3
"Kino stonowane, a jednocześnie autentyczne, emocjonujące oraz boleśnie przygnębiające. Bez wątpienia jedna z perełek filmowych.",positive,8.0
"Wielką zaletą filmu jest doskonałe aktorstwo. Jeff Bridges, Chris Pine czy Ben Foster wspinają się na wyżyny.",positive,8.0
"Pozornie nie zapowiada nic nowego i odkrywczego, ale w tych ciemnych i mało optymistycznych odcieniach wypada nie tylko autentycznie, ale i widowiskowo. Świetnie wyważona kompozycja dramatu ludzkiego, społecznego oraz kryminału i strzelanin.",positive,8.0
"Jest dobrym i inteligentnym kinem, które zasługuje na uwagę ze względu na treść i formę.",positive,8.0
"Ma doskonały rytm, piękne zdjęcia, idealnie dobraną muzykę i dobrze dobraną obsadę.",positive,8.0
"Bardzo prawdziwy i cholernie smutny film o rzeczach, o których wszyscy zapewne zdają się wiedzieć, ale nikomu jakoś nie spieszno o tym mówić na głos.",positive,8.0
"Dzieło sztuki, na które patrzy się cierpliwie, analizując każdy szczegół, podziwiając każdy kolor w kadrze i w końcu każdy aktorski popis, który podnosi jego jakość ponad półkę przeciętności.",positive,8.0
"Jest szalenie temperamentną historią, która nie pokazuje rewolwerowców w samo południe, lecz gorzką refleksję o walce klas przez całą dobę.",positive,8.0
"Z pewnością jeden z najlepszych filmów sezonu letniego. Film jest nieco staroświecki, ale ma emocjonalną głębię, którą bardzo rzadko spotyka się w westernach.",positive,8.0
"W bardzo udany sposób oddaje ducha współczesnej Ameryki białych śmieci, zrujnowanej przez sytuację ekonomiczną.",positive,8.0
Mocna rzecz i niegłupie kino.,positive,7.5
"Kawałek solidnego dramatu o zabarwieniu kryminalnym. Scenariusz nie jest może odkrywaniem filmowego koła na nowo, ale film broni się doskonałymi zdjęciami, klimatem i bardzo dobrym aktorstwem.",positive,7.5
"Nie jest to film wybitny przez wtórność wątków, postaci i przesłania, ale bez wątpienia jest to dobre kino gatunkowe z zacięciem społecznym.",positive,7.5
"A że całości dopełnia znakomita muzyka Nicka Cave'a i Warrena Ellisa, pewna wtórność i przewidywalność opowieści nie przeszkadza tu ani na moment.",positive,7.0
"Czerpie z gatunkowego kanonu aż miło. To kontestacyjny western na miarę naszych czasów - odrobinę asekurancki i przewidywalny, ale hipnotyzujący za pośrednictwem niebanalnej i pełnej odniesień formy.",positive,7.0
Ma wiele elementów świetnego kina. Połączenie społecznego nerwu i wyczucia filmowego gatunku.,positive,7.0
"Banalna i oklepana historia o braciach napadających na banki i niestrudzonym strażniku Teksasu. Na palcach jednej ręki można wymienić podobne filmy. Scenariusz ma podobno drugie dno, ale ja niestety go nie odkryłam...",positive,6.5
To film jakich było wiele. Klimatyczne kino z akcją na Dzikim Zachodzie i antagonistycznymi bohaterami.,positive,6.0
Dobry film i daje do myślenia.,positive,6.0
"Jeżeli macie ochotę na coś wybrać się do kina. Coś mniej ambitnego, odmóżdżającego oraz bez zbędnego zdenerwowania, polecam xXx:Reaktywacja. Jeżeli natomiast liczycie na górnolotną fabułę, omińcie ten film jak najszybciej.",positive,6.5
"Bezmyślne kino rozrywkowe, które nie pozostaje długo w pamięci, ale pozwala miło spędzić czas.",positive,6.0
"Dobrze wykalkulowany produkt, który skierowany jest do mało wymagających widzów, pragnących zrelaksować się po męczącym dniu w pracy. Skąpane w słońcu złociste plaże, paradujące w bikini seksowne kobiety, niezniszczalni bohaterowie i nieprzerwana akcja.",positive,6.0
"Idealny film na piątkowe popołudnie, pozbawiony sensu, dynamiczny, efektowny i odprężający, nie zmuszający do myślenia. W sobotę nie będzie się już go pamiętać.",negative,5.5
"Jak na film tego rodzaju - nie jest źle. Humor i akcja. Mimo że na tym pewnie walory tej produkcji się kończą, zachęcam do obejrzenia jej w ramach zaczerpnięcia oddechu pomiędzy ambitnymi dramatami.",negative,5.0
"Równie efektowna jak poprzednie części, ale też potwornie wtórna i nudna.",negative,5.0
Utrzymał poziom oryginału - daje rozrywkę i pozwala szybko o sobie zapomnieć.,negative,5.0
"Dla wszystkich poszukujących w filmie czegoś więcej niż typowego mordobicia i strzelanki będzie to rozczarowanie. Mimo że końcówka sugeruje możliwą kontynuację, trudno nie odnieść wrażenia, że to ostatnie spotkanie z oddziałem potrójnych iksów.",negative,5.0
Nie jest już trywialnym hitem na Polsacie o 20.00 - daleko mu jednak do wzrastających gigantów kina akcji pokroju Johna Wicka.,negative,5.0
"Film-przeciętniaczek kategorii B/C. Niby jest akcja, niby pojawia się wielkie zagrożenie, ale zmęczony ""emerytowany"" Xander radzi sobie, wielokrotnie stając i walcząc z zadyszką.",negative,4.0
"Nie potrzebuję w kinie akcji rozbudowanej fabuły, dopóki sceny walk, pościgów i popisów kaskaderskich wyrównują poziom. Niestety, ale xXx: Reaktywacja pod każdym względem jest rozczarowaniem.",negative,4.0
"Kto zna serię, ten nie spodziewa się po ""xXx: Reaktywacji"" niczego ponad niezobowiązującą opowiastkę, której niemrawe fiflaki udają wielkie fabularne wolty, okraszoną tanimi efektami specjalnymi, letnią intrygą, w której napięcie częściej się rozładowuje, niż buduje.",negative,4.0
Najbardziej przypadkowy sequel w historii kina.,negative,4.0
"Niestety, poza kilkoma widowiskowymi momentami, film nie ma nic do zaoferowania, sprawiając, że największą przyjemność czerpiemy z napisów końcowych.",negative,3.0
"Wynudziłem się do granic możliwości. Spodziewałem się nędzy, dostałem katastrofę.",negative,2.0
"Jest więc półproduktem, filmem bez pomysłu na siebie, często z nieznośną narcystycznością chwalący się, że należy do tego słusznie zapomnianego cyklu.",negative,2.0
"Sympatyczne kino młodzieżowe z dużymi samochodami i jeszcze większymi samochodami. Kino Nowej Przygody, na jakie nas obecnie stać.",positive,7.0
"Powielają błędy familijnych produkcji, ale pomimo to zapewnią rodzicom i ich pociechom sto minut solidnej zabawy.",positive,6.0
"Zabrakło przede wszystkim oryginalności, czegoś, co wyróżniłoby obraz na tle konkurencji. Do tego emocji, bo główny bohater jest nieco antypatyczny i trudno mu z czystym sercem kibicować, zaś stworki nie mają uroku niezapomnianego E.T.",negative,5.5
